sport,athlete,athlete_ids,phase,nbc_internal_title,nbc_short_title,start_date,end_date,last_modified,summary,is_medal_session,network_name,video_url,peacock_destination_url,language,status,stream_type,game_type,game,tags,olympic_unit,event
Soccer,,,"Men's Group Stage, Men's Group A",TELEMUNDO - Olympic News - 5PM - 6PM,París 2024 - Noticias Olímpicas,2024-07-24T21:00:00Z,2024-07-24T22:00:00Z,2024-07-10T18:10:25Z,Disfruta lo mejor y lo último de los Juegos Olímpicos París 2024 por Telemundo.,FALSE,TELEMUNDO,https://stream.nbcolympics.com/juegos-olimpicos-paris-2024-cobertura-de-telemundo-2,https://peacocktv.smart.link/2q6bc00go,,upcoming,tv,olympics,Paris 2024,,Men's Group A,Men
Soccer,"Zafarmurod Abdirahmatov, Khusniddin Alikulov, Abdurauf Buriev, Abbosbek Fayzullayev, Jasur Jaloliddinov, Ruslanbek Jiyanov, Mukhammadkodir Khamraliev, Diyor Kholmatov, Abdukodir Khusanov, Saidazamat Mirsaidov, Vladimir Nazarov, Abduvakhid Nematov, Khusayin Norchaev, Umarali Rahmonaleiv, Asadbek Rakhimjonov, Eldor Shomurodov, Oston Urunov, Ibrokhimkhalil Yuldoshev, Alex Baena, Pablo Barrios, Adrián Bernabé, Pau Cubarsí, Eric Garcia, Joan García, Sergio Gómez, Miguel Gutiérrez, Diego López, Fermín López, Juan Miranda, Samuel Omorodion, Aimar Oroz, Jon Pacheco, Marc Pubill, Abel Ruiz, Arnau Tenas, Beñat Turrientes","2290687, 2078751, 2280422, 2195256, 1957732, 2280419, 2280230, 2138959, 2294912, 2280408, 2280414, 1776561, 2129575, 2252870, 2472229, 1362877, 1635518, 2233424, 2063813, 2279465, 1792011, 2410489, 1653441, 2143718, 1653440, 1792002, 2227232, 2450479, 1653439, 2426951, 2106240, 1792005, 2268034, 1496759, 1791998, 1970463","Men's Group Stage, Men's Group C",USA Part 2,Men's Group C: UZB vs. ESP,2024-07-24T21:00:00Z,2024-07-24T23:00:00Z,2024-07-19T19:42:40Z,Uzbekistan takes on Spain in a Group C match of the men's soccer tournament (TV premiere).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-2,https://peacocktv.smart.link/e0uq8m0i3,,upcoming,tv,olympics,Paris 2024,,"Men's Group C, Men's Group C",Men
Rugby,,,Men's Seeding for Knock out Round,USA Part 2,Men's Pool Play,2024-07-24T23:00:00Z,2024-07-25T00:00:00Z,2024-07-19T02:02:17Z,Coverage of pool play in the men's rugby tournament at the Paris Olympics (encore coverage).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-2,https://peacocktv.smart.link/e0uq8m0i3,,upcoming,tv,olympics,Paris 2024,,,Men
,,,,Best of Paris,Best of Paris,2024-07-25T00:00:00Z,2024-07-25T10:00:00Z,2024-07-11T14:47:45Z,"Sit back and stream the top moments of the 2024 Paris Olympic Games including highlights, interviews and more.",FALSE,NA,https://stream.nbcolympics.com/24-7-top-moments-july-24-25,NA,,upcoming,event,olympics,Paris 2024,,,
Soccer,"Maghnes Akliouche, Loïc Badé, Rayan Cherki, Joris Chotard, Désiré Doué, Arnaud Kalimuendo-Muinga, Kouadio Koné, Alexandre Lacazette, Bradley Locko, Castello Lukeba, Soungoutou Magassa, Jean-Philippe Mateta, Enzo Millot, Obed Nkambadio, Michael Olise, Guillaume Restes, Kiliann Sildillia, Adrien Truffert, Paxten Aaronson, Taylor Booth, Gianluca Busio, Benjamín Cremaschi, Maximilian Dietz, Nathan Harriel, Jack McGlynn, Duncan McGuire, Djordje Mihailovic, Kevin Paredes, Miles Robinson, Patrick Schulte, Gaga Slonina, Tanner Tessmann, John Tolkin, Caleb Wiley, Griffin Yow, Walker Zimmerman","2249949, 2062405, 2038250, 2011705, 2279803, 2027605, 1948140, 773843, 2224334, 2196905, 2271112, 1537690, 1970496, 2135893, 1958522, 2296530, 2067297, 2127791, 2189078, 1715639, 1775600, 2394276, 2035712, 2189076, 2189073, 2396170, 1631191, 2079739, 1633769, 2272150, 2010784, 2079749, 2078408, 2277057, 1967039, 1257741","Men's Group Stage, Men's Group A",USA Part 2,Men's Group A: FRA vs. USA,2024-07-25T00:00:00Z,2024-07-25T02:00:00Z,2024-07-19T19:43:06Z,The United States faces host country France in a Group A match of the men's soccer tournament (encore coverage).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-2,https://peacocktv.smart.link/e0uq8m0i3,,upcoming,tv,olympics,Paris 2024,Team USA,Men's Group A,Men
Soccer,"Ryotaro Araki, Shota Fujio, Joel Chima Fujita, Riku Handa, Yu Hirakawa, Mao Hosoya, Sota Kawasaki, Seiji Kimura, Leo Kokubo, Shunsuke Mito, Nishio Ryuya, Taishi Nozawa, Ayumu Ohata, Koki Saito, Kein Sato, Hiroki Sekine, Kota Takai, Rihito Yamamoto, Fabián Balbuena, Alexis Cantero, Ronaldo De Jesus, Julio Enciso, Gatito Fernández, Marcelo Fernández, Gilberto Flores, Rodrigo Frutos, Diego Gomez, Marcos Gomez, Diego González, Enso Gonzalez, Alan Nunez, Kevin Parzajuk, Marcelo Perez, Leonardo Daniel Rivas, Fernando Roman, Wilder Viera","2077012, 2134322, 2036078, 2036067, 2414925, 2077032, 2278624, 2067867, 2296684, 2036084, 2080260, 2036066, 2076977, 1715109, 2414926, 2414922, 2291919, 2350967, 1026151, 2383720, 2174240, 2008952, 804533, 2406325, 2290418, 2445706, 2290420, 2278263, 2390476, 2399502, 2313078, 2421776, 2174262, 2018997, 2280429, 2038137","Men's Group Stage, Men's Group D",USA Part 2,Men's Group D: JPN vs. PAR,2024-07-25T02:00:00Z,2024-07-25T03:45:00Z,2024-07-19T19:43:27Z,Japan faces Paraguay in a Group D match of the men's soccer tournament (TV premiere).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-2,https://peacocktv.smart.link/e0uq8m0i3,,upcoming,tv,olympics,Paris 2024,,"Men's Group D, Men's Group D",Men
Soccer,"Josef Al-Imam, Kumel Al-Rekabe, Muntadher AbdulAmeer Alhasan, Hussein Ali, Youssef Amyn, Ibrahim Bayesh, Ahmed Hasan, Aymen Hussein, Hussein Hasan, Hussein Lawend, Ali Jassim, Karrar Mohammed, Karrar Saad, Muntadher Mohammed, Mustafa Saadoon, Saad Natiq, Nihad Mohammed, Zaid Tahseen, Arseniy Batahov, Maksym Bragaru, Oleg Fedor, Kiril Fesiun, Maksym Khlan, Igor Krasnopir, Illia Krupskyi, Dmytro Kryskiv, Oleksandr Martynyuk, Mykola Mykhaylenko, Oleg Ocheretko, Valentyn Rubchynskyi, Volodymyr Salyuk, Danylo Sikan, Oleksii Sych, Maksym Talovierov, Vladyslav Veleten, Georgiy Yermakov","2448785, 2452699, 2290713, 1970511, 2183094, 1563364, 2281136, 1327005, 2545757, 2545748, 1022028, 2545751, 2545750, 2545744, 2545754, 1182988, 2545752, 2163336, 2003636, 2216901, 2352813, 2041027, 2326171, 2435156, 2196242, 2138938, 1983739, 2219316, 2140472, 2336148, 2336140, 1844375, 2080786, 2007253, 2249941, 2216913","Men's Group Stage, Men's Group B",USA Part 3,Men's Group B: IRQ vs. UKR,2024-07-25T03:45:00Z,2024-07-25T05:30:00Z,2024-07-19T19:43:55Z,Ukraine takes on Iraq in a men's group stage soccer match (TV premiere).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-3,https://peacocktv.smart.link/ivr0rdgxc,,upcoming,tv,olympics,Paris 2024,,"Men's Group B, Men's Group B",Men
Soccer,,,"Men's Group Stage, Men's Group D",USA Part 3,Men's Group D: MLI vs. ISR,2024-07-25T05:30:00Z,2024-07-25T07:00:00Z,2024-07-19T17:54:49Z,Mali and Israel face off in a group stage match of the men's soccer tournament (TV premiere).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-3,https://peacocktv.smart.link/ivr0rdgxc,,upcoming,tv,olympics,Paris 2024,,Men's Group D,Men
Handball,"Louise Burgaard, Emma Friis, Anne Mette Hansen, Line Haugsted, Kathrine Heindahl, Mie Enggrob Højlund, Rikke Iversen, Sarah Iversen, Trine Jensen, Kristina Jørgensen, Simone Petersen, Althea Reinhardt, Sandra Toft, Mette Tranborg, Ana Abina, Ema Abina, Ana Gros, Valentina Klemencic, Barbara Lazovic, Natasa Ljepoja, Tamara Mavsar, Elizabeth Omoregie, Amra Pandžic, Nina Spreitzer, Tjaša Stanko, Maja Svetik, Alja Varagic, Maja Vojnovic","877635, 1442746, 1089775, 1089888, 877631, 1295136, 1043351, 746788, 808794, 1426360, 1356692, 1217133, 746364, 1089970, 1549032, 1426309, 908213, 1804148, 653188, 1286995, 908199, 2154028, 908217, 1426419, 1287027, 2055363, 908203, 1426379",Women's Preliminary Round Group A,W Prelim TBD vs. TBD,Women's Group A: SLO vs. DEN,2024-07-25T07:00:00Z,2024-07-25T08:30:00Z,2024-07-22T15:26:47Z,The women's tournament begins with Slovenia vs. Denmark in a group play match.,FALSE,USA,https://stream.nbcolympics.com/handball-womens-group-play-match-1,https://peacocktv.smart.link/71nihosoc,,upcoming,event,olympics,Paris 2024,,Women's Preliminary Round Group A,Women
Rugby,,,Men's Seeding for Knock out Round,USA Part 3,Men's Pool Play,2024-07-25T08:30:00Z,2024-07-25T09:00:00Z,2024-07-18T15:26:55Z,Coverage of the United States' men's rugby pool play match against Fiji (encore coverage).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-3,https://peacocktv.smart.link/ivr0rdgxc,,upcoming,tv,olympics,Paris 2024,Team USA,,Men
Handball,"Marta Samuel Alberto, Natalia Bernardo, Azenaide Carlos, Natalia Fonseca, Chelsia Cristina Gabriel, Albertina Kassoma, Juliana Machado, Liliane Martins Mario, Vilma Nenganga, Stelvia Pascoal, Eliane Paulo, Helena Paulo, Marilia Quizelete, Dolores Rosario, Lois Abbingh, Rinka Duijndam, Kelly Dulfer, Tamara Haggerty, Dione Housheer, Angela Malestein, Kim Molenaar, Larissa Nüsser, Estavana Polman, Zoë Sprengers, Yara ten Holte, Laura van der Heijden, Nikita van der Vliet, Bo van Wetering","1454350, 708125, 708022, 1506787, 1803973, 1090284, 1089829, 2260835, 1287008, 2203237, 1514655, 1514688, 1286945, 1834942, 877437, 1145422, 1089811, 1186132, 1426303, 877443, 1835031, 1506819, 874794, 1540360, 1426469, 874802, 1540354, 1426278",Women's Preliminary Round Group B,W Prelim TBD vs. TBD,Women's Group B: NED vs. ANG,2024-07-25T09:00:00Z,2024-07-25T10:30:00Z,2024-07-22T15:27:23Z,The women's tournament continues with Netherlands vs. Angola in a group play match.,FALSE,USA,https://stream.nbcolympics.com/handball-womens-group-play-match-2,https://peacocktv.smart.link/tbvzyiftj,,upcoming,event,olympics,Paris 2024,,Women's Preliminary Round Group B,Women
,,,,Best of Paris,Best of Paris,2024-07-25T10:00:00Z,2024-07-25T17:00:00Z,2024-07-11T14:48:30Z,"Sit back and stream the top moments of the 2024 Paris Olympic Games including highlights, interviews and more.",FALSE,NA,https://stream.nbcolympics.com/24-7-top-moments-july-25-1,NA,,upcoming,event,olympics,Paris 2024,,,
Soccer,"Maghnes Akliouche, Loïc Badé, Rayan Cherki, Joris Chotard, Désiré Doué, Arnaud Kalimuendo-Muinga, Kouadio Koné, Alexandre Lacazette, Bradley Locko, Castello Lukeba, Soungoutou Magassa, Jean-Philippe Mateta, Enzo Millot, Obed Nkambadio, Michael Olise, Guillaume Restes, Kiliann Sildillia, Adrien Truffert, Paxten Aaronson, Taylor Booth, Gianluca Busio, Benjamín Cremaschi, Maximilian Dietz, Nathan Harriel, Jack McGlynn, Duncan McGuire, Djordje Mihailovic, Kevin Paredes, Miles Robinson, Patrick Schulte, Gaga Slonina, Tanner Tessmann, John Tolkin, Caleb Wiley, Griffin Yow, Walker Zimmerman","2249949, 2062405, 2038250, 2011705, 2279803, 2027605, 1948140, 773843, 2224334, 2196905, 2271112, 1537690, 1970496, 2135893, 1958522, 2296530, 2067297, 2127791, 2189078, 1715639, 1775600, 2394276, 2035712, 2189076, 2189073, 2396170, 1631191, 2079739, 1633769, 2272150, 2010784, 2079749, 2078408, 2277057, 1967039, 1257741","Men's Group Stage, Men's Group A",USA Part 3,Men's Group A: FRA vs. USA,2024-07-25T10:30:00Z,2024-07-25T12:00:00Z,2024-07-19T19:28:13Z,The United States faces host country France in a Group A match of the men's soccer tournament (encore coverage).,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-3,https://peacocktv.smart.link/ivr0rdgxc,,upcoming,tv,olympics,Paris 2024,Team USA,"Men's Group A, Men's Group A",Men
Handball,"Larissa Araujo, Tamires Araujo, Marcela Arounian, Renata Arruda, Gabriela Bitolo, Adriana Cardoso, Jhennifer Dos Santos, Mariane Fernandes, Giulia Guarieiro, Patricia Machado, Gabriela Moreschi, Bruna Paula, Jessica Quintino, Kelly Rosa, Paula Arcos, Silvia Arderius, Alexandrina Barbosa, Mercedes Castellanos, Maitane Echeverria, Alicia Fernandez, Kaba Gassama, Lara Gonzalez, Mireya Gonzalez, Jennifer Gutierrez, Marta Lopez, Maria Prieto, Lysa Tchaptchet, Nicole Wiggins","1033898, 1178723, 2260840, 1454361, 1506687, 972340, 2477470, 1295123, 1286919, 1178691, 1286918, 1294974, 949124, 2332814, 1835131, 751824, 755164, 746374, 1358836, 878707, 1506697, 878703, 1046558, 1358053, 751820, 1414045, 2154036, 1695866",Women's Preliminary Round Group B,W Prelim TBD vs. TBD,Women's Group B: ESP vs. BRA,2024-07-25T12:00:00Z,2024-07-25T13:30:00Z,2024-07-18T02:18:14Z,The women's tournament continues with Spain vs. Brazil in a group play match. World feed.,FALSE,NA,https://stream.nbcolympics.com/handball-womens-group-play-match-3,https://peacocktv.smart.link/9k2qvo102,,upcoming,event,olympics,Paris 2024,,"Women's Preliminary Round Group B, Women's Preliminary Round Group B, Women's Preliminary Round Group B",Women
Rugby,"Perry Baker, Stephen Tomasin, Kisi Unufe, Santiago Alvarez, Tomas Elizalde, Agustin Fraga, Luciano Gonzalez, Matteo Graziano, Santiago Mare, Marcos Moneta, Matías Osadczuk, Joaquin Pellandini, Gaston Revol, German Schulz, Tobias Wade, Ben Dowling, Matthew Gonzalez, Henry Hutchinson, Nathan Lawson, Maurice Longbottom, Nick Malouf, Mark Nawaqanitawase, Henry Paterson, Dietrich Peter Roache, Hayden Sargeant, Corey Toole, James Turner, Ponipate Loganimasi, Iosefo Masi, Jeremaia Matana, Sevuloni Mocenacagi, Waisea Nacuqu, Josaia Raisuqe, Kaminieli Rasaku, Selestino Ravutaumada, Joseva Talacolo, Iowane Teba, Jerry Tuwai Vunisa, Terio Veilawa, Jean-Pascal Barraque, Antoine Dupont, Theo Forner, Aaron Grandidier, Joseph Jefferson Lee, Stephen Parez, Varian Pasquet, Ryan Rebbadj, Paulin Riva, Jordan Sepho, Andy Timo, Antoine Zeghdar, Niall Comerford, Jordan Conroy, Hugo Keenan, Jack Kelly, Terry Kennedy, Hugo Lennox, Harry McNulty, Gavin Mullin, Chay Mullins, Mark Roche, Andrew Smith, Zac Ward, Moeki Fukushi, Ishida Kippei, Taiga Ishida, Josua Kerevi, Yoshiyuki Koga, Maruo Tamakasa, Junya Matsumoto, Yoshihiro Noguchi, Yu Okudaira, Kippei Taninaka, Shotaro Tsuoka, Kazuma Ueda, Lamec Ambetsa Kokoyo, George Ooro Angeyo, Samuel Asati, Herman Humwa, Anthony Mboya, Patrick Odongo Okong'o, Chrisant Ojwang, John Okoth, Vincent Onyala, Nygel Pettersan Amaitsa, Brian Tanga, Kevin Wekesa, Leroy Carter, Dylan Collier, Tepaea Cook Savage, Scott Curry, Fehi Fineanganofo, Andrew Knewstubb, Moses Leo, Ngarohi McGarvey, Tone Ng Shiu, Akuila Rokolisoa, Brady Rush, Regan Ware, Vaovasa Afa, Vaafauese Apelu Maliko, Faafoi Falaniko, Lalomilo Lalomilo, Neueli Leitufia, Bj Lima, Tom Maiava, Alamanda Motuga, Taunuu Niulevaea, Motu Opetai, Paul Scanlan, Stephen Solo, Selvyn Davids, Zain Davids, Christie Grobbelaar, Tristan Leyds, Quewin Nortje, Ryan Oosthuizen, Christiaan Pretoruis, Philip Snyman, Siviwe Soyizwapi, Rosko Specman, Shilton Van Wyk, Impi Visser, Shaun Williams, Orrin Bizer, Aaron Cummings, Malacchi Esdale, Naima Fuala'Au, Madison Hughes, Lucas Lacamp, Matai Leuta, Marcus Tupuola, Kevon Williams, Baltazar Amaya, Felipe Arcos Perez, Diego Ardao, Bautista Basso, Tomas Etcheverry, Ignacio Facciolo, Juan González, Valentin Grille Dotti, Guillermo Lijtenstein, James McCubbin, Juan Manuel Tafernaberry, Mateo Vinals","1322076, 1268517, 987057, 1177410, 2261897, 2274454, 1624728, 1921785, 1503308, 1921784, 1503267, 1986461, 1185525, 1177343, 2290488, 2539172, 2290513, 1318762, 2205298, 1733981, 1244117, 1986498, 2205293, 2205291, 2205292, 2261873, 2205295, 2396329, 2205131, 2261881, 1458665, 1268526, 1375544, 1986472, 2450507, 2205132, 2261879, 1322060, 1791474, 879592, 1298475, 2273118, 2010683, 2249239, 1177450, 2133443, 2010779, 1088089, 2081416, 2331513, 1695910, 2241659, 1800836, 1503204, 1657477, 1500972, 1983011, 1500955, 1657459, 2290502, 1177452, 2265180, 2261902, 2261889, 1921793, 2265183, 1734048, 1797644, 2365199, 1921759, 1791477, 2276206, 2396326, 2061251, 2384635, 2515701, 2365202, 2498823, 1733975, 2205072, 2498826, 2515695, 2384632, 1938968, 2498824, 1563016, 2265181, 1986484, 1360366, 2373761, 1244125, 2396323, 1626757, 2205313, 1777160, 1639108, 1786700, 2205318, 1458659, 2205160, 1791476, 2205163, 1986483, 2298781, 2539278, 2517250, 1270141, 1921809, 2290493, 1500216, 2539280, 1647145, 1503277, 1921738, 2244112, 2424856, 1647144, 1921737, 769099, 1489455, 1261139, 2205063, 1936777, 2205145, 2480148, 2274453, 2205241, 1657334, 1268479, 2261887, 1375547, 1936784, 1563032, 2345267, 2372802, 1777150, 2365196, 2388345, 2365198, 2388344, 1825573, 1185558, 1963822, 2410139, 2345286","Men's Pool A, Men's Pool B, Men's Pool C",M Pool Phase Matches 13-18,M Pool Play (6 Matches),2024-07-25T12:00:00Z,2024-07-25T15:00:00Z,2024-07-22T17:07:15Z,Pool play for the men's tournament concludes as teams make a final push to advance to the next round.,FALSE,USA,https://stream.nbcolympics.com/rugby-mens-pool-round-session-2,https://peacocktv.smart.link/nbbsn37kc,,upcoming,event,olympics,Paris 2024,Team USA,"Men's Pool A, Men's Pool A, Men's Pool B, Men's Pool B, Men's Pool C, Men's Pool C",Men
Handball,"Lisa Antl, Julia Behnke, Jenny Behrend, Emily Bölk, Antje Döll, Katharina Filter, Alina Grijseels, Viola Leuchter, Annika Lott, Julia Maidhof, Meike Schmelzer, Xenia Smits, Johanna Stockschläder, Sarah Wachter, Gim Boeun, Han Mi-Seul, Jeon Jiyeon, Jeong Jinhui, Kang Eun-Hye, Kang Eunseo, Kang Kyungmin, Kim Dayoung, Park Sae-Young, Ryu Eun Hee, Shin Eunjoo, Shin Jinmi, Song Jiyoung, Woo Bitna","1804065, 1001757, 1413876, 1295010, 746313, 1514727, 1294924, 2225382, 1426266, 1442805, 1454351, 1230591, 2154025, 1442886, 1294973, 1076826, 2309059, 1731119, 1089820, 2203238, 1304043, 1506660, 1025093, 708056, 1454337, 1514713, 1295070, 1834919",Women's Preliminary Round Group A,W Prelim TBD vs. TBD,Women's Group A: GER vs. KOR,2024-07-25T14:00:00Z,2024-07-25T15:30:00Z,2024-07-18T02:20:04Z,The women's tournament continues with Germany vs. South Korea in a group play match. World feed.,FALSE,NA,https://stream.nbcolympics.com/handball-womens-group-play-match-4,https://peacocktv.smart.link/bpi56zi72,,upcoming,event,olympics,Paris 2024,,Women's Preliminary Round Group A,Women
Soccer,,,"Women's Group Stage, Women's Group A",UNIVERSO - Olympic News - 10AM - 11AM,JJ.OO. París 2024 - Noticias Olímpicas,2024-07-25T14:00:00Z,2024-07-25T15:00:00Z,2024-07-10T18:10:25Z,Disfruta lo mejor y lo último de los Juegos Olímpicos París 2024 por Universo.,FALSE,UNIVERSO,https://stream.nbcolympics.com/juegos-olimpicos-paris-2024-cobertura-de-universo-3,https://peacocktv.smart.link/clh7l7m0f,,upcoming,tv,olympics,Paris 2024,,Women's Group A,Women
Soccer,,,"Women's Group Stage, Women's Group C",TELEMUNDO - Olympic News - 10AM - 11AM,París 2024 - Noticias Olímpicas,2024-07-25T14:00:00Z,2024-07-25T15:00:00Z,2024-07-10T18:10:25Z,Disfruta lo mejor y lo último de los Juegos Olímpicos París 2024 por Telemundo.,FALSE,TELEMUNDO,https://stream.nbcolympics.com/juegos-olimpicos-paris-2024-cobertura-de-telemundo-3,https://peacocktv.smart.link/cosfu1hnw,,upcoming,tv,olympics,Paris 2024,,Women's Group C,Women
Soccer,,,"Women's Group Stage, Women's Group A",UNIVERSO - W Football Prelims - 11AM - 1PM (CAN V. NZL),Fútbol: Canadá vs. Nueva Zelanda,2024-07-25T15:00:00Z,2024-07-25T17:00:00Z,2024-07-19T15:45:41Z,Disfruta la cobertura de la fase de grupos del fútbol femenil olímpico: Canadá vs. Nueva Zelanda por Universo.,FALSE,UNIVERSO,https://stream.nbcolympics.com/juegos-olimpicos-paris-2024-canada-vs-nueva-zelandafutbol-femenino-1-un,https://peacocktv.smart.link/xn0nhjfr6,,upcoming,tv,olympics,Paris 2024,,,Women
Soccer,,,"Women's Group Stage, Women's Group C",TELEMUNDO - W Football Prelims - 11AM - 1PM (ESP V. JPN),Fútbol: España vs. Japón,2024-07-25T15:00:00Z,2024-07-25T17:00:00Z,2024-07-22T17:08:20Z,Disfruta la cobertura de la fase de grupos del fútbol femenil olímpico: España vs. Japón por Telemundo.,FALSE,TELEMUNDO,https://stream.nbcolympics.com/juegos-olimpicos-paris-2024-espana-vs-japon-futbol-femenino-1-tm,https://peacocktv.smart.link/908a050uk,,upcoming,tv,olympics,Paris 2024,,,Women
Soccer,"Simi Awujo, Janine Beckie, Kadeisha Buchanan, Sydney Collins, Sabrina D'Angelo, Jessie Fleming, Vanessa Gilles, Julia Grosso, Jordyn Huitema, Cloé Lacasse, Ashley Lawrence, Adriana Leon, Nichelle Prince, Quinn, Jayde Riviere, Jade Rose, Kailen Sheridan, Evelyne Viens, Mackenzie Barry, Catherine Bott, Katie Bowen, Emily Clegg, Victoria Esson, Macey Fraser, Ally Green, Jacqui Hand, Grace Jale, Katie Kitching, Anna Leat, Meikayla Moore, Gabi Rennie, Ali Riley, Indiah-Paige Riley, Malia Steinmetz, Rebekah Stott, Kate Taylor","2334346, 1297785, 1095838, 2401084, 857896, 1247133, 1882969, 1539492, 1539506, 2156259, 1095832, 1035609, 1095837, 1095826, 1539513, 1931277, 1095822, 2140354, 1931287, 1095901, 942362, 2334121, 1488873, 1931336, 2204121, 1539959, 1539955, 2545802, 1539907, 1095894, 1832485, 739445, 2156457, 1539952, 1035585, 2334073",Women's Group A,Women's Group A: Canada vs. New Zealand,Women's Group A: CAN vs. NZL,2024-07-25T15:00:00Z,2024-07-25T17:00:00Z,2024-07-22T17:08:00Z,The women's tournament continues with Canada vs. New Zealand in a group stage match. World feed.,FALSE,NA,https://stream.nbcolympics.com/soccer-womens-group-stage-match-10,https://peacocktv.smart.link/0ub5577ex,,upcoming,event,olympics,Paris 2024,,Women's Group A,Women
Soccer,"Teresa Abelleira, Laia Aleixandri, Ona Batlle, Aitana Bonmatí, Mariona Caldentey, Olga Carmona, Laia Codina, Catalina Coll, Athenea del Castillo, Lucía García, Patricia Guijarro, Jennifer Hermoso, Oihane Hernández, Eva Navarro, Salma Paralluelo, Irene Paredes, Alexia Putellas, Misa Rodríguez, Aoba Fujino, Maika Hamano, Hasegawa Yui, Honoka Hayashi, Chika Hirao, Hikaru Kitagawa, Toko Koga, Kumagai Saki, Minami Moeka, Hinata Miyazawa, Fuka Nagano, Kiko Seike, Shimizu Risa, Hana Takahashi, Tanaka Mina, Momoko Tanikawa, Riko Ueki, Yamashita Ayaka","2001021, 1540435, 1540434, 1247681, 1320070, 2001020, 2000984, 1540447, 2000936, 1541709, 1442233, 1161577, 1540441, 1540455, 1931518, 1188359, 1096733, 1711660, 2334443, 2204135, 1096120, 1552463, 1096092, 1247216, 2354628, 731282, 1247343, 1539984, 1247333, 2204077, 1096095, 1540009, 1084025, 2354629, 1540000, 1517688","Women's Group Stage, Women's Group C",USA Part 4,Women's Group C: ESP vs. JPN,2024-07-25T15:00:00Z,2024-07-25T17:00:00Z,2024-07-22T20:18:05Z,Spain takes on Japan in a group stage match of the women's soccer tournament. ,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-4,https://peacocktv.smart.link/n1nre4h22,,upcoming,tv,olympics,Paris 2024,,"Women's Group C, Women's Group C",Women
Soccer,"Teresa Abelleira, Laia Aleixandri, Ona Batlle, Aitana Bonmatí, Mariona Caldentey, Olga Carmona, Laia Codina, Catalina Coll, Athenea del Castillo, Lucía García, Patricia Guijarro, Jennifer Hermoso, Oihane Hernández, Eva Navarro, Salma Paralluelo, Irene Paredes, Alexia Putellas, Misa Rodríguez, Aoba Fujino, Maika Hamano, Hasegawa Yui, Honoka Hayashi, Chika Hirao, Hikaru Kitagawa, Toko Koga, Kumagai Saki, Minami Moeka, Hinata Miyazawa, Fuka Nagano, Kiko Seike, Shimizu Risa, Hana Takahashi, Tanaka Mina, Momoko Tanikawa, Riko Ueki, Yamashita Ayaka","2001021, 1540435, 1540434, 1247681, 1320070, 2001020, 2000984, 1540447, 2000936, 1541709, 1442233, 1161577, 1540441, 1540455, 1931518, 1188359, 1096733, 1711660, 2334443, 2204135, 1096120, 1552463, 1096092, 1247216, 2354628, 731282, 1247343, 1539984, 1247333, 2204077, 1096095, 1540009, 1084025, 2354629, 1540000, 1517688",Women's Group C,Women's Group C: Spain vs. Japan,Women's Group C: ESP vs. JPN,2024-07-25T15:00:00Z,2024-07-25T17:00:00Z,2024-07-22T20:17:06Z,The women's tournament kicks off with Spain vs. Japan in a group stage match. World feed.,FALSE,NA,https://stream.nbcolympics.com/soccer-womens-group-stage-match-9,https://peacocktv.smart.link/a5bkow6le,,upcoming,event,olympics,Paris 2024,,Women's Group C,Women
,,,,Best of Paris,Best of Paris,2024-07-25T17:00:00Z,2024-07-26T00:00:00Z,2024-07-11T14:48:54Z,"Sit back and stream the top moments of the 2024 Paris Olympic Games including highlights, interviews and more.",FALSE,NA,https://stream.nbcolympics.com/24-7-top-moments-july-25-2,NA,,upcoming,event,olympics,Paris 2024,,,
Handball,"Anna Albek, Blanka Biro, Réka Bordás, Kinga Debreczeni-Klivinyi, Petra Füzi-Tóvizi, Viktoria Lukacs, Kinga Janurik, Katrin Klujber, Csenge Kuczora, Greta Marton, Nikoletta Papp, Petra Anna Simon, Nadine Szöllosi-Schatzl, Petra Vamos, Sarah Bouktit, Laura Flippes, Pauletta Foppa, Laura Glauser, Léna Grandveau, Lucie Granier, Tamara Horacek, Orlane Kanor, Coralie Lassource, Meline Nocandy, Estelle Nze Minko, Hatadou Sakho, Alicia Toublanc, Chloé Valentini","1688732, 1076626, 2203199, 1001775, 1514621, 1089994, 875369, 1426356, 1426298, 1514681, 1295150, 2225333, 1076621, 1688918, 2006137, 1089882, 1688916, 877766, 2006043, 1514751, 1290518, 1731135, 877762, 1426396, 751818, 1470712, 1294923, 1286901","Women's Preliminary Round, Women's Preliminary Round Group B",USA Part 4,Women's Group B: HUN vs. FRA,2024-07-25T17:00:00Z,2024-07-25T18:30:00Z,2024-07-19T21:00:13Z,Hungary takes on host nation France in a women's handball group stage match. ,FALSE,USA,https://stream.nbcolympics.com/usa-network-part-4,https://peacocktv.smart.link/n1nre4h22,,upcoming,tv,olympics,Paris 2024,,Women's Preliminary Round Group B,Women
